iteration,task_id,file_uuid,wall_elapsed,dispatch_to_preprocess_prerun,ffmpeg_start__to__ffmpeg_end,fully_indexed_duration,gpu_audio_load_start__to__gpu_audio_load_end,gpu_duration,gpu_prerun_skew,gpu_to_postprocess_gap,media_download_start__to__media_download_end,metadata_start__to__metadata_end,postprocess_duration,preprocess_body_duration,preprocess_duration,preprocess_to_gpu_gap,search_index_chunks_start__to__search_index_chunks_end,temp_upload_start__to__temp_upload_end,total_dispatch_to_gpu_end,total_dispatch_to_postprocess
1,502d58fc-eb4e-43cc-8fde-5346e1ab7dd7,01a01aba-d9d2-7000-a027-9a0af248574f,158.890,0.022754192352294922,0.0010347366333007812,161.74292063713074,0.4508171081542969,155.68889665603638,0.0005071163177490234,0.051734209060668945,0.42111849784851074,0.2724785804748535,0.9140915870666504,2.7631475925445557,2.7859017848968506,0.026862144470214844,2.2192256450653076,1.432706594467163,158.50166058540344,158.5533947944641
2,e275c302-0f7f-4475-a80c-5508fa5cc041,01a01aba-d9d2-7000-a027-9a0af248574f,155.918,0.022234678268432617,0.000690460205078125,,0.42027735710144043,154.41444158554077,0.00027298927307128906,0.038314104080200195,0.4328181743621826,0.29718685150146484,0.3587815761566162,2.177797794342041,2.2000324726104736,0.02928757667541504,,1.1264469623565674,156.64376163482666,156.68207573890686
3,f86ff540-63e3-4994-b85f-878b30616feb,01a01aba-d9d2-7000-a027-9a0af248574f,159.322,0.022438526153564453,0.0007026195526123047,161.47768640518188,0.46900105476379395,156.4924213886261,0.00034999847412109375,0.037020206451416016,0.428342342376709,0.2750108242034912,0.42008256912231445,2.1970722675323486,2.219510793685913,0.020221948623657227,2.232588768005371,1.1971666812896729,158.73215413093567,158.76917433738708
