iteration,task_id,file_uuid,wall_elapsed,dispatch_to_preprocess_prerun,ffmpeg_start__to__ffmpeg_end,fully_indexed_duration,gpu_audio_load_start__to__gpu_audio_load_end,gpu_duration,gpu_prerun_skew,gpu_to_postprocess_gap,media_download_start__to__media_download_end,metadata_start__to__metadata_end,postprocess_duration,preprocess_body_duration,preprocess_duration,preprocess_to_gpu_gap,search_index_chunks_start__to__search_index_chunks_end,temp_upload_start__to__temp_upload_end,total_dispatch_to_gpu_end,total_dispatch_to_postprocess
1,93b41e8b-20fa-4b2c-8915-00d6c796e81c,01a01aba-d9d2-7000-a027-9a0af248574f,107.275,0.015723466873168945,0.0008370876312255859,,0.4306519031524658,105.19160914421082,0.0003898143768310547,0.04999589920043945,0.35390806198120117,0.27447938919067383,0.7016944885253906,2.1402244567871094,2.1559479236602783,0.024547815322875977,,1.2065520286560059,107.37210488319397,107.42210078239441
2,879a9288-6bd6-40c7-baaf-0473a72feb5f,01a01aba-d9d2-7000-a027-9a0af248574f,107.260,0.016762495040893555,0.0007128715515136719,,0.48505496978759766,106.08582615852356,0.00041174888610839844,0.03932595252990723,0.4548914432525635,0.28133320808410645,0.4762907028198242,2.193451166152954,2.2102136611938477,0.027885913848876953,,1.1343297958374023,108.32392573356628,108.36325168609619
3,916ddd39-e13f-4a3c-9179-286dc12c1c8d,01a01aba-d9d2-7000-a027-9a0af248574f,110.203,0.018327951431274414,0.0007252693176269531,112.38607621192932,0.4663515090942383,107.56496477127075,0.00035572052001953125,0.03821206092834473,0.43077993392944336,0.29519033432006836,0.3562462329864502,2.177509069442749,2.1958370208740234,0.020709753036499023,2.1576356887817383,1.163167953491211,109.78151154518127,109.81972360610962
